Kind,Model,Input,Output,Cache Write,Cache Read,Cost
"ultra","claude-4-sonnet-thinking","13","1,106","45,184","20,908","Included"
"ultra","claude-4-sonnet-thinking","5,374","763","12,635","102,769","Included"
"ultra","claude-4-sonnet-thinking","6","336","134","115,659","Included"
"ultra","claude-4-sonnet-thinking","7","112","618","115,041","Included"
"ultra","claude-4-sonnet-thinking","7","378","2,500","112,541","Included"
"ultra","claude-4-sonnet-thinking","7","1,382","371","112,170","Included"
"ultra","claude-4-sonnet-thinking","8","126","719","111,451","Included"
"ultra","claude-4-sonnet-thinking","9","146","695","110,756","Included"
"ultra","claude-4-sonnet-thinking","10","124","347","110,409","Included"
"ultra","claude-4-sonnet-thinking","11","148","7,640","102,769","Included"
"ultra","claude-4-sonnet-thinking","5,060","1,428","7,352","95,417","Included"
"ultra","claude-4-sonnet-thinking","12","313","413","102,375","Included"
"ultra","claude-4-sonnet-thinking","12","275","406","101,969","Included"
"ultra","claude-4-sonnet-thinking","12","271","424","101,545","Included"
"ultra","claude-4-sonnet-thinking","12","283","431","101,114","Included"
"ultra","claude-4-sonnet-thinking","12","293","5,697","95,417","Included"
"ultra","claude-4-sonnet-thinking","5,027","487","74,509","20,908","Included"
"ultra","claude-4-sonnet-thinking","7","640","123","97,227","Included"
"ultra","claude-4-sonnet-thinking","8","101","327","96,900","Included"
"ultra","claude-4-sonnet-thinking","8","189","1,351","95,549","Included"
"ultra","claude-4-sonnet-thinking","8","773","359","95,190","Included"
"ultra","claude-4-sonnet-thinking","9","123","1,393","93,797","Included"
"ultra","claude-4-sonnet-thinking","9","727","873","92,924","Included"
"ultra","claude-4-sonnet-thinking","10","720","1,598","91,326","Included"
"ultra","claude-4-sonnet-thinking","11","1,445","5,860","85,466","Included"
"ultra","claude-4-sonnet-thinking","11","606","62,328","23,138","Included"
"ultra","claude-4-sonnet-thinking","2","151","916","115,964","Included"
"ultra","claude-4-sonnet-thinking","3","562","782","115,182","Included"
"ultra","claude-4-sonnet-thinking","4","199","352","114,830","Included"
"ultra","claude-4-sonnet-thinking","5","173","617","114,213","Included"
"ultra","claude-4-sonnet-thinking","6","325","497","113,716","Included"
"ultra","claude-4-sonnet-thinking","7","152","507","113,209","Included"
"ultra","claude-4-sonnet-thinking","8","241","725","112,484","Included"
"ultra","claude-4-sonnet-thinking","9","155","392","112,092","Included"
"ultra","claude-4-sonnet-thinking","10","247","3,373","108,719","Included"
"ultra","claude-4-sonnet-thinking","2,560","678","39,457","69,262","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","11","202","3,113","87,890","Included"
"ultra","claude-4-sonnet-thinking","11","135","11,779","76,111","Included"
"ultra","claude-4-sonnet-thinking","11","258","6,849","69,262","Included"
"ultra","claude-4-sonnet-thinking","1,343","263","48,354","20,908","Included"
"ultra","claude-4-sonnet-thinking","7","481","143","69,994","Included"
"ultra","claude-4-sonnet-thinking","8","105","127","69,867","Included"
"ultra","claude-4-sonnet-thinking","9","89","191","69,676","Included"
"ultra","claude-4-sonnet-thinking","9","129","260","69,416","Included"
"ultra","claude-4-sonnet-thinking","12","332","1,871","92,868","Included"
"ultra","claude-4-sonnet-thinking","10","148","461","68,955","Included"
"ultra","claude-4-sonnet-thinking","11","171","637","68,318","Included"
"ultra","claude-4-sonnet-thinking","12","287","817","92,051","Included"
"ultra","claude-4-sonnet-thinking","12","177","9,224","59,094","Included"
"ultra","claude-4-sonnet-thinking","13","157","272","58,822","Included"
"ultra","claude-4-sonnet-thinking","12","155","212","91,839","Included"
"ultra","claude-4-sonnet-thinking","13","133","1,809","57,013","Included"
"ultra","claude-4-sonnet-thinking","12","150","341","91,498","Included"
"ultra","claude-4-sonnet-thinking","13","96","399","56,614","Included"
"ultra","claude-4-sonnet-thinking","13","224","1,722","89,776","Included"
"ultra","claude-4-sonnet-thinking","13","326","35,706","20,908","Included"
"ultra","claude-4-sonnet-thinking","13","152","7,846","115,815","Included"
"ultra","claude-4-sonnet-thinking","13","138","7,439","82,337","Included"
"ultra","claude-4-sonnet-thinking","13","416","8,927","106,888","Included"
"ultra","claude-4-sonnet-thinking","13","154","2,292","80,045","Included"
"ultra","claude-4-sonnet-thinking","1,369","268","85,980","20,908","Included"
"ultra","claude-4-sonnet-thinking","306","244","59,137","20,908","Included"
"ultra","claude-4-sonnet-thinking","14","868","5,662","101,532","Included"
"ultra","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","14","376","719","100,813","Included"
"ultra","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","14","315","2,882","97,931","Included"
"ultra","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","14","1,866","5,768","92,163","Included"
"ultra","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","226","420","71,255","20,908","Included"
"ultra","claude-4-sonnet-thinking","13","672","745","91,696","Included"
"ultra","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","13","563","1,985","89,711","Included"
"ultra","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","13","984","3,068","86,643","Included"
"ultra","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","0","0","0","0","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","0","0","0","0","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","13","1,935","1,417","85,226","Included"
"ultra","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","13","415","18,287","66,939","Included"
"ultra","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","13","306","889","66,050","Included"
"ultra","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","394","326","66,050","0","Included"
"Aborted, Not Charged","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","13","407","2,305","78,017","Included"
"ultra","claude-4-sonnet-thinking","13","123","2,100","75,917","Included"
"ultra","claude-4-sonnet-thinking","13","83","305","75,612","Included"
"ultra","claude-4-sonnet-thinking","13","214","392","75,220","Included"
"ultra","claude-4-sonnet-thinking","13","320","2,309","72,911","Included"
"ultra","claude-4-sonnet-thinking","13","125","2,101","70,810","Included"
"ultra","claude-4-sonnet-thinking","13","84","296","70,514","Included"
"ultra","claude-4-sonnet-thinking","13","205","262","70,252","Included"
"ultra","claude-4-sonnet-thinking","13","183","372","69,880","Included"
"ultra","claude-4-sonnet-thinking","13","292","2,357","67,523","Included"
"ultra","claude-4-sonnet-thinking","13","163","2,357","65,166","Included"
"ultra","claude-4-sonnet-thinking","174","179","617","64,549","Included"
"ultra","claude-4-sonnet-thinking","13","227","751","64,549","Included"
"ultra","claude-4-sonnet-thinking","165","491","1,986","62,563","Included"
"ultra","claude-4-sonnet-thinking","13","319","492","64,203","Included"
"ultra","claude-4-sonnet-thinking","13","422","1,640","62,563","Included"
"ultra","claude-4-sonnet-thinking","179","304","12,813","49,750","Included"
"ultra","claude-4-sonnet-thinking","13","253","350","62,635","Included"
"ultra","claude-4-sonnet-thinking","13","258","2,514","60,121","Included"
"ultra","claude-4-sonnet-thinking","13","147","2,299","57,822","Included"
"ultra","claude-4-sonnet-thinking","13","100","555","57,267","Included"
"ultra","claude-4-sonnet-thinking","13","483","2,534","54,733","Included"
"ultra","claude-4-sonnet-thinking","13","163","2,461","52,272","Included"
"ultra","claude-4-sonnet-thinking","13","115","2,522","49,750","Included"
"ultra","claude-4-sonnet-thinking","178","158","4,754","44,996","Included"
"ultra","claude-4-sonnet-thinking","13","478","979","65,479","Included"
"ultra","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","13","490","1,762","63,717","Included"
"ultra","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","13","634","12,299","51,418","Included"
"ultra","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","167","475","8,784","42,634","Included"
"ultra","claude-4-sonnet-thinking","13","216","496","49,457","Included"
"ultra","claude-4-sonnet-thinking","13","409","4,461","44,996","Included"
"ultra","claude-4-sonnet-thinking","509","258","864","44,132","Included"
"ultra","claude-4-sonnet-thinking","13","323","324","44,672","Included"
"ultra","claude-4-sonnet-thinking","13","259","540","44,132","Included"
"ultra","claude-4-sonnet-thinking","162","301","626","43,506","Included"
"ultra","claude-4-sonnet-thinking","12","201","562","51,069","Included"
"ultra","claude-4-sonnet-thinking","13","484","8,435","42,634","Included"
"ultra","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","168","396","21,726","20,908","Included"
"ultra","claude-4-sonnet-thinking","13","244","670","43,506","Included"
"ultra","claude-4-sonnet-thinking","190","410","7,297","36,209","Included"
"ultra","claude-4-sonnet-thinking","9","507","496","42,618","Included"
"ultra","claude-4-sonnet-thinking","13","329","435","43,314","Included"
"ultra","claude-4-sonnet-thinking","11","147","661","41,957","Included"
"ultra","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","13","346","391","42,923","Included"
"ultra","claude-4-sonnet-thinking","13","306","3,868","39,055","Included"
"ultra","claude-4-sonnet-thinking","13","213","1,365","37,690","Included"
"ultra","claude-4-sonnet-thinking","13","844","1,481","36,209","Included"
"ultra","claude-4-sonnet-thinking","1,122","302","15,301","20,908","Included"
"ultra","claude-4-sonnet-thinking","10","250","9,215","32,742","Included"
"ultra","claude-4-sonnet-thinking","10","4,547","637","32,105","Included"
"ultra","claude-4-sonnet-thinking","12","208","673","31,432","Included"
"ultra","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","12","341","5,108","26,324","Included"
"ultra","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","12","268","562","25,762","Included"
"ultra","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","11","264","322","25,440","Included"
"ultra","claude-4-sonnet-thinking","12","177","410","25,030","Included"
"ultra","claude-4-sonnet-thinking","14","240","1,892","23,138","Included"
"ultra","claude-4-sonnet-thinking","0","0","0","0","Included"
"ultra","claude-4-sonnet-thinking","116","526","23,138","0","Included"
"ultra","claude-4-sonnet-thinking","236","2,008","15,130","56,946","Included"
"ultra","claude-4-sonnet-thinking","13","352","3,856","32,838","Included"
"ultra","claude-4-sonnet-thinking","13","174","233","32,605","Included"
"ultra","claude-4-sonnet-thinking","13","144","814","31,791","Included"
"ultra","claude-4-sonnet-thinking","13","135","550","31,241","Included"
"ultra","claude-4-sonnet-thinking","131","986","119,133","41,816","Included"
"ultra","claude-4-sonnet-thinking","10","211","297","136,798","Included"
"ultra","claude-4-sonnet-thinking","10","221","368","136,430","Included"
"ultra","claude-4-sonnet-thinking","10","220","287","136,143","Included"
"ultra","claude-4-sonnet-thinking","10","180","1,718","134,425","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","10","181","693","133,732","Included"
"ultra","claude-4-sonnet-thinking","11","630","415","133,317","Included"
"ultra","claude-4-sonnet-thinking","11","312","285","133,032","Included"
"ultra","claude-4-sonnet-thinking","11","206","373","132,659","Included"
"ultra","claude-4-sonnet-thinking","11","296","340","132,319","Included"
"ultra","claude-4-sonnet-thinking","11","253","2,438","129,881","Included"
"ultra","claude-4-sonnet-thinking","1,828","540","129,881","0","Included"
"ultra","claude-4-sonnet-thinking","11","603","414","129,561","Included"
"ultra","claude-4-sonnet-thinking","11","261","966","128,595","Included"
"ultra","claude-4-sonnet-thinking","11","635","953","127,642","Included"
"ultra","claude-4-sonnet-thinking","187","348","5,457","122,185","Included"
"ultra","claude-4-sonnet-thinking","10","534","483","127,523","Included"
"ultra","claude-4-sonnet-thinking","10","400","374","127,149","Included"
"ultra","claude-4-sonnet-thinking","10","280","625","126,524","Included"
"ultra","claude-4-sonnet-thinking","10","494","3,848","122,676","Included"
"ultra","claude-4-sonnet-thinking","10","188","491","122,185","Included"
"ultra","claude-4-sonnet-thinking","200","280","6,684","115,501","Included"
"ultra","claude-4-sonnet-thinking","11","507","569","121,693","Included"
"ultra","claude-4-sonnet-thinking","11","396","1,461","120,232","Included"
"ultra","claude-4-sonnet-thinking","11","788","559","119,673","Included"
"ultra","claude-4-sonnet-thinking","11","419","4,172","115,501","Included"
"ultra","claude-4-sonnet-thinking","197","284","33,104","82,397","Included"
"ultra","claude-4-sonnet-thinking","11","584","2,147","113,501","Included"
"ultra","claude-4-sonnet-thinking","11","1,116","13,839","99,662","Included"
"ultra","claude-4-sonnet-thinking","11","173","16,206","83,456","Included"
"ultra","claude-4-sonnet-thinking","11","228","1,059","82,397","Included"
"ultra","claude-4-sonnet-thinking","322","364","7,529","74,868","Included"
"ultra","claude-4-sonnet-thinking","9","467","236","82,329","Included"
"ultra","claude-4-sonnet-thinking","9","177","451","81,878","Included"
"ultra","claude-4-sonnet-thinking","9","378","3,905","77,973","Included"
"ultra","claude-4-sonnet-thinking","9","193","1,017","76,956","Included"
"ultra","claude-4-sonnet-thinking","9","128","152","76,804","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","10","130","381","76,423","Included"
"ultra","claude-4-sonnet-thinking","11","318","426","75,997","Included"
"ultra","claude-4-sonnet-thinking","11","320","389","75,608","Included"
"ultra","claude-4-sonnet-thinking","11","263","740","74,868","Included"
"ultra","claude-4-sonnet-thinking","202","410","2,121","72,747","Included"
"ultra","claude-4-sonnet-thinking","9","427","462","74,419","Included"
"ultra","claude-4-sonnet-thinking","9","313","320","74,099","Included"
"ultra","claude-4-sonnet-thinking","9","232","671","73,428","Included"
"ultra","claude-4-sonnet-thinking","9","205","181","73,247","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","10","106","500","72,747","Included"
"ultra","claude-4-sonnet-thinking","165","305","11,125","61,622","Included"
"ultra","claude-4-sonnet-thinking","11","374","1,812","70,858","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","11","1,095","9,236","61,622","Included"
"ultra","claude-4-sonnet-thinking","7,365","1,135","7,699","53,923","Included"
"ultra","claude-4-sonnet-thinking","7,358","547","31,107","22,816","Included"
"ultra","claude-4-sonnet-thinking","10","317","421","53,575","Included"
"ultra","claude-4-sonnet-thinking","11","181","387","53,188","Included"
"ultra","claude-4-sonnet-thinking","12","153","30,372","22,816","Included"
"ultra","claude-4-sonnet-thinking","29,674","477","1,908","20,908","Included"
"ultra","claude-4-sonnet-thinking","13","562","4,962","131,217","Included"
"ultra","claude-4-sonnet-thinking","3,951","840","110,309","20,908","Included"
"ultra","claude-4-sonnet-thinking","7","554","311","131,738","Included"
"ultra","claude-4-sonnet-thinking","7","175","259","131,479","Included"
"ultra","claude-4-sonnet-thinking","7","149","277","131,202","Included"
"ultra","claude-4-sonnet-thinking","7","163","283","130,919","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","7","133","301","130,618","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","7","176","294","130,324","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","7","169","349","129,975","Included"
"ultra","claude-4-sonnet-thinking","7","211","1,007","128,968","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","7","198","287","128,681","Included"
"ultra","claude-4-sonnet-thinking","7","162","1,117","127,564","Included"
"ultra","claude-4-sonnet-thinking","7","183","1,244","126,320","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","8","156","302","126,018","Included"
"ultra","claude-4-sonnet-thinking","8","242","230","125,788","Included"
"ultra","claude-4-sonnet-thinking","8","149","231","125,557","Included"
"ultra","claude-4-sonnet-thinking","8","148","241","125,316","Included"
"ultra","claude-4-sonnet-thinking","8","154","236","125,080","Included"
"ultra","claude-4-sonnet-thinking","8","152","369","124,711","Included"
"ultra","claude-4-sonnet-thinking","8","274","1,186","123,525","Included"
"ultra","claude-4-sonnet-thinking","8","269","6,387","117,138","Included"
"ultra","claude-4-sonnet-thinking","9","205","456","116,682","Included"
"ultra","claude-4-sonnet-thinking","9","300","980","115,702","Included"
"ultra","claude-4-sonnet-thinking","10","193","316","115,386","Included"
"ultra","claude-4-sonnet-thinking","11","199","4,021","111,365","Included"
"ultra","claude-4-sonnet-thinking","3,797","214","6,765","104,600","Included"
"ultra","claude-4-sonnet-thinking","12","592","1,505","109,829","Included"
"ultra","claude-4-sonnet-thinking","12","792","969","108,860","Included"
"ultra","claude-4-sonnet-thinking","12","651","4,260","104,600","Included"
"ultra","claude-4-sonnet-thinking","3,776","318","7,279","97,321","Included"
"ultra","claude-4-sonnet-thinking","12","541","1,830","102,797","Included"
"ultra","claude-4-sonnet-thinking","12","1,114","5,476","97,321","Included"
"ultra","claude-4-sonnet-thinking","3,789","356","6,209","91,112","Included"
"ultra","claude-4-sonnet-thinking","12","623","6,192","91,112","Included"
"ultra","claude-4-sonnet-thinking","3,813","1,392","14,863","76,249","Included"
"ultra","claude-4-sonnet-thinking","12","286","476","90,789","Included"
"ultra","claude-4-sonnet-thinking","12","368","14,540","76,249","Included"
"ultra","claude-4-sonnet-thinking","11,071","263","55,341","20,908","Included"
"ultra","claude-4-sonnet-thinking","1","270","242","77,148","Included"
"ultra","claude-4-sonnet-thinking","1","180","1,469","75,679","Included"
"ultra","claude-4-sonnet-thinking","2","191","550","75,129","Included"
"ultra","claude-4-sonnet-thinking","3","202","358","74,771","Included"
"ultra","claude-4-sonnet-thinking","4","187","496","74,275","Included"
"ultra","claude-4-sonnet-thinking","5","299","734","73,541","Included"
"ultra","claude-4-sonnet-thinking","6","262","750","72,791","Included"
"ultra","claude-4-sonnet-thinking","7","256","510","72,281","Included"
"ultra","claude-4-sonnet-thinking","8","378","751","71,530","Included"
"ultra","claude-4-sonnet-thinking","9","198","1,033","70,497","Included"
"ultra","claude-4-sonnet-thinking","10","192","380","70,117","Included"
"ultra","claude-4-sonnet-thinking","11","169","4,231","65,886","Included"
"ultra","claude-4-sonnet-thinking","3,775","246","4,521","61,365","Included"
"ultra","claude-4-sonnet-thinking","12","185","4,596","61,365","Included"
"ultra","claude-4-sonnet-thinking","4,151","372","40,457","20,908","Included"
"ultra","claude-4-sonnet-thinking","8","891","958","62,266","Included"
"ultra","claude-4-sonnet-thinking","9","165","227","62,039","Included"
"ultra","claude-4-sonnet-thinking","9","143","478","61,561","Included"
"ultra","claude-4-sonnet-thinking","9","139","409","61,152","Included"
"ultra","claude-4-sonnet-thinking","9","151","1,671","59,481","Included"
"ultra","claude-4-sonnet-thinking","9","151","232","59,249","Included"
"Errored, Not Charged","claude-4-sonnet-thinking","9","148","193","59,056","Included"
"ultra","claude-4-sonnet-thinking","9","163","465","58,591","Included"
"ultra","claude-4-sonnet-thinking","9","149","554","58,037","Included"
"ultra","claude-4-sonnet-thinking","9","158","226","57,811","Included"
"ultra","claude-4-sonnet-thinking","9","142","313","57,498","Included"
"ultra","claude-4-sonnet-thinking","9","156","388","57,110","Included"
"ultra","claude-4-sonnet-thinking","9","161","999","56,111","Included"
"ultra","claude-4-sonnet-thinking","9","168","440","55,671","Included"
"ultra","claude-4-sonnet-thinking","9","174","1,370","54,301","Included"
"ultra","claude-4-sonnet-thinking","9","848","1,401","52,900","Included"
"ultra","claude-4-sonnet-thinking","10","586","1,084","51,816","Included"
"ultra","claude-4-sonnet-thinking","11","550","4,737","47,079","Included"
"ultra","claude-4-sonnet-thinking","3,776","470","47,079","0","Included"
"Usage-based","claude-4-opus-thinking","1","405","402","47,659","$0.13"
"Usage-based","claude-4-opus-thinking","2","198","420","47,239","$0.11"
"Usage-based","claude-4-opus-thinking","3","180","376","46,863","$0.11"
"Usage-based","claude-4-opus-thinking","4","172","179","46,684","$0.10"
"Usage-based","claude-4-opus-thinking","4","117","366","46,318","$0.10"
"Usage-based","claude-4-opus-thinking","5","181","617","45,701","$0.11"
"Usage-based","claude-4-opus-thinking","5","467","755","44,946","$0.14"
"Usage-based","claude-4-opus-thinking","5","587","543","44,403","$0.15"
"Usage-based","claude-4-opus-thinking","6","176","507","43,896","$0.11"
"Usage-based","claude-4-opus-thinking","7","156","202","43,694","$0.10"
"Usage-based","claude-4-opus-thinking","7","140","326","43,368","$0.10"
"Usage-based","claude-4-opus-thinking","8","195","8,082","35,286","$0.26"
"Usage-based","claude-4-opus-thinking","9","281","847","34,439","$0.11"
"Usage-based","claude-4-opus-thinking","9","275","336","34,103","$0.09"
"Usage-based","claude-4-opus-thinking","10","185","342","33,761","$0.09"
"Usage-based","claude-4-opus-thinking","11","209","635","33,126","$0.09"
"Usage-based","claude-4-opus-thinking","11","521","1,492","31,634","$0.14"
"Usage-based","claude-4-opus-thinking","11","209","232","31,402","$0.08"
"Usage-based","claude-4-opus-thinking","12","194","144","31,258","$0.08"
"Usage-based","claude-4-opus-thinking","12","121","264","30,994","$0.07"
"Usage-based","claude-4-opus-thinking","13","213","8,238","22,756","$0.25"
"Usage-based","claude-4-opus-thinking","7,659","1,270","117,310","41,696","$2.51"
"Usage-based","claude-4-opus-thinking","6","316","495","136,175","$0.28"
"Usage-based","claude-4-opus-thinking","7","153","279","135,896","$0.26"
"Usage-based","claude-4-opus-thinking","8","171","583","135,313","$0.27"
"Usage-based","claude-4-opus-thinking","8","463","259","135,054","$0.29"
"Usage-based","claude-4-opus-thinking","9","152","518","134,536","$0.27"
"Usage-based","claude-4-opus-thinking","9","422","460","134,076","$0.29"
"Usage-based","claude-4-opus-thinking","9","367","312","133,764","$0.28"
"Usage-based","claude-4-opus-thinking","9","225","1,211","132,553","$0.29"
"Usage-based","claude-4-opus-thinking","9","510","5,955","126,598","$0.41"
"Usage-based","claude-4-opus-thinking","5,464","373","14,222","112,376","$0.65"
"Usage-based","claude-4-opus-thinking","10","682","338","126,246","$0.30"
"Usage-based","claude-4-opus-thinking","11","188","921","125,325","$0.26"
"Usage-based","claude-4-opus-thinking","11","547","711","124,614","$0.29"
"Usage-based","claude-4-opus-thinking","11","404","436","124,178","$0.27"
"Usage-based","claude-4-opus-thinking","11","292","11,802","112,376","$0.49"
"Usage-based","claude-4-opus-thinking","10,733","708","91,528","20,848","$2.35"
"Usage-based","claude-4-opus-thinking","7","503","468","112,157","$0.26"
"Usage-based","claude-4-opus-thinking","8","142","565","111,592","$0.23"
"Usage-based","claude-4-opus-thinking","9","132","1,078","110,514","$0.24"
"Usage-based","claude-4-opus-thinking","9","513","703","109,811","$0.26"
"Usage-based","claude-4-opus-thinking","10","152","417","109,394","$0.22"
"Usage-based","claude-4-opus-thinking","10","262","245","109,149","$0.23"
"Usage-based","claude-4-opus-thinking","10","179","546","108,603","$0.22"
"Usage-based","claude-4-opus-thinking","10","330","564","108,039","$0.24"
"Usage-based","claude-4-opus-thinking","10","329","365","107,674","$0.23"
"Usage-based","claude-4-opus-thinking","10","235","629","107,045","$0.23"
"Usage-based","claude-4-opus-thinking","10","533","827","106,218","$0.26"
"Usage-based","claude-4-opus-thinking","10","550","948","105,270","$0.26"
"Usage-based","claude-4-opus-thinking","10","525","4,414","100,856","$0.33"
"Usage-based","claude-4-opus-thinking","3,064","354","10,202","90,654","$0.48"
"Usage-based","claude-4-opus-thinking","10","495","815","100,526","$0.24"
"Usage-based","claude-4-opus-thinking","10","726","548","99,978","$0.26"
"Usage-based","claude-4-opus-thinking","11","282","1,150","98,828","$0.23"
"Usage-based","claude-4-opus-thinking","11","233","1,368","97,460","$0.23"
"Usage-based","claude-4-opus-thinking","11","822","2,935","94,525","$0.31"
"Usage-based","claude-4-opus-thinking","11","248","3,871","90,654","$0.27"
"Usage-based","claude-4-opus-thinking","2,772","910","7,234","83,420","$0.44"
"Usage-based","claude-4-opus-thinking","10","412","587","90,074","$0.21"
"Usage-based","claude-4-opus-thinking","11","145","178","89,896","$0.18"
"Usage-based","claude-4-opus-thinking","11","116","248","89,648","$0.18"
"Usage-based","claude-4-opus-thinking","12","131","1,106","88,542","$0.20"
"Usage-based","claude-4-opus-thinking","12","942","5,122","83,420","$0.35"
"Usage-based","claude-4-opus-thinking","4,085","390","62,572","20,848","$1.55"
"Usage-based","claude-4-opus-thinking","0","626","1,618","83,818","$0.24"
"Usage-based","claude-4-opus-thinking","0","671","225","83,593","$0.22"
"Usage-based","claude-4-opus-thinking","0","148","1,207","82,386","$0.19"
"Usage-based","claude-4-opus-thinking","0","132","487","81,899","$0.17"
"Usage-based","claude-4-opus-thinking","0","284","1,213","80,686","$0.20"
"Usage-based","claude-4-opus-thinking","0","112","317","80,369","$0.16"
"Usage-based","claude-4-opus-thinking","0","140","407","79,962","$0.17"
"Usage-based","claude-4-opus-thinking","0","246","263","79,699","$0.17"
"Usage-based","claude-4-opus-thinking","0","177","266","79,433","$0.16"
"Usage-based","claude-4-opus-thinking","0","172","1,379","78,054","$0.19"
"Usage-based","claude-4-opus-thinking","0","115","290","77,764","$0.16"
"Usage-based","claude-4-opus-thinking","0","202","342","77,422","$0.17"
"Usage-based","claude-4-opus-thinking","0","138","342","77,080","$0.16"
"Usage-based","claude-4-opus-thinking","0","134","185","76,895","$0.15"
"Usage-based","claude-4-opus-thinking","0","123","708","76,187","$0.16"
"Usage-based","claude-4-opus-thinking","0","124","193","75,994","$0.15"
"Usage-based","claude-4-opus-thinking","0","136","1,223","74,771","$0.17"
"Usage-based","claude-4-opus-thinking","0","115","297","74,474","$0.15"
"Usage-based","claude-4-opus-thinking","0","203","1,184","73,290","$0.18"
"Usage-based","claude-4-opus-thinking","0","1,079","878","72,412","$0.25"
"Usage-based","claude-4-opus-thinking","0","769","876","71,536","$0.22"
"Usage-based","claude-4-opus-thinking","0","186","1,201","70,335","$0.17"
"Usage-based","claude-4-opus-thinking","0","123","808","69,527","$0.15"
"Usage-based","claude-4-opus-thinking","0","534","962","68,565","$0.19"
"Usage-based","claude-4-opus-thinking","0","130","1,271","67,294","$0.16"
"Usage-based","claude-4-opus-thinking","0","1,085","1,568","65,726","$0.25"
"Usage-based","claude-4-opus-thinking","0","230","1,289","64,437","$0.17"
"Usage-based","claude-4-opus-thinking","0","133","367","64,070","$0.14"
"Usage-based","claude-4-opus-thinking","0","122","251","63,819","$0.13"
"Usage-based","claude-4-opus-thinking","0","136","276","63,543","$0.13"
"Usage-based","claude-4-opus-thinking","0","134","264","63,279","$0.13"
"Usage-based","claude-4-opus-thinking","0","143","184","63,095","$0.13"
"Usage-based","claude-4-opus-thinking","0","121","190","62,905","$0.13"
"Usage-based","claude-4-opus-thinking","0","132","277","62,628","$0.13"
"Usage-based","claude-4-opus-thinking","0","167","194","62,434","$0.13"
"Usage-based","claude-4-opus-thinking","0","137","1,081","61,353","$0.15"
"Usage-based","claude-4-opus-thinking","0","721","289","61,064","$0.18"
"Usage-based","claude-4-opus-thinking","0","167","192","60,872","$0.13"
"Usage-based","claude-4-opus-thinking","0","135","209","60,663","$0.13"
"Usage-based","claude-4-opus-thinking","0","148","905","59,758","$0.14"
"Usage-based","claude-4-opus-thinking","0","472","390","59,368","$0.16"
"Usage-based","claude-4-opus-thinking","0","229","208","59,160","$0.13"
"Usage-based","claude-4-opus-thinking","0","141","217","58,943","$0.12"
"Usage-based","claude-4-opus-thinking","0","152","1,507","57,436","$0.15"
"Usage-based","claude-4-opus-thinking","0","773","191","57,245","$0.18"
"Usage-based","claude-4-opus-thinking","0","134","1,934","55,311","$0.16"
"Usage-based","claude-4-opus-thinking","0","958","1,875","53,436","$0.22"
