Date,User,Kind,Max Mode,Model,Tokens,Cost
"Jul 5, 09:10 PM","You","Usage-based","Yes","claude-4-opus-thinking","71,665","$0.16"
"Jul 5, 09:10 PM","You","Usage-based","Yes","claude-4-opus-thinking","70,815","$0.15"
"Jul 5, 09:10 PM","You","Usage-based","Yes","claude-4-opus-thinking","70,357","$0.14"
"Jul 5, 09:10 PM","You","Usage-based","Yes","claude-4-opus-thinking","70,089","$0.21"
"Jul 5, 09:10 PM","You","Usage-based","Yes","claude-4-opus-thinking","66,468","$0.14"
"Jul 5, 09:10 PM","You","Usage-based","Yes","claude-4-opus-thinking","66,045","$0.13"
"Jul 5, 09:09 PM","You","Usage-based","Yes","claude-4-opus-thinking","65,879","$0.14"
"Jul 5, 09:09 PM","You","Usage-based","Yes","claude-4-opus-thinking","65,664","$0.15"
"Jul 5, 09:09 PM","You","Usage-based","Yes","claude-4-opus-thinking","65,266","$0.14"
"Jul 5, 09:09 PM","You","Usage-based","Yes","claude-4-opus-thinking","0","$0.00"
"Jul 5, 09:09 PM","You","Usage-based","Yes","claude-4-opus-thinking","64,790","$0.14"
"Jul 5, 09:09 PM","You","Usage-based","Yes","claude-4-opus-thinking","64,397","$0.13"
"Jul 5, 09:09 PM","You","Usage-based","Yes","claude-4-opus-thinking","64,151","$0.13"
"Jul 5, 09:08 PM","You","Usage-based","Yes","claude-4-opus-thinking","63,909","$0.13"
"Jul 5, 09:08 PM","You","Usage-based","Yes","claude-4-opus-thinking","63,631","$0.13"
"Jul 5, 09:08 PM","You","Usage-based","Yes","claude-4-opus-thinking","63,377","$0.13"
"Jul 5, 09:08 PM","You","Usage-based","Yes","claude-4-opus-thinking","63,017","$0.14"
"Jul 5, 09:08 PM","You","Usage-based","Yes","claude-4-opus-thinking","62,349","$0.13"
"Jul 5, 09:07 PM","You","Usage-based","Yes","claude-4-opus-thinking","0","$0.00"
"Jul 5, 09:07 PM","You","Usage-based","Yes","claude-4-opus-thinking","62,142","$0.13"
"Jul 5, 09:07 PM","You","Usage-based","Yes","claude-4-opus-thinking","61,858","$0.13"
"Jul 5, 09:07 PM","You","Usage-based","Yes","claude-4-opus-thinking","61,674","$0.13"
"Jul 5, 09:07 PM","You","Usage-based","Yes","claude-4-opus-thinking","61,519","$0.13"
"Jul 5, 09:07 PM","You","Usage-based","Yes","claude-4-opus-thinking","61,246","$0.13"
"Jul 5, 09:07 PM","You","Usage-based","Yes","claude-4-opus-thinking","60,957","$0.15"
"Jul 5, 09:06 PM","You","Usage-based","Yes","claude-4-opus-thinking","60,414","$0.13"
"Jul 5, 09:05 PM","You","Usage-based","Yes","claude-4-opus-thinking","60,016","$0.28"
"Jul 5, 09:05 PM","You","Usage-based","Yes","claude-4-opus-thinking","52,790","$0.27"
"Jul 5, 09:05 PM","You","Usage-based","Yes","claude-4-opus-thinking","44,707","$0.14"
"Jul 5, 09:05 PM","You","Usage-based","Yes","claude-4-opus-thinking","42,607","$0.10"
"Jul 5, 09:05 PM","You","Usage-based","Yes","claude-4-opus-thinking","42,318","$0.12"
"Jul 5, 09:05 PM","You","Usage-based","Yes","claude-4-opus-thinking","40,756","$0.09"
"Jul 5, 09:05 PM","You","Usage-based","Yes","claude-4-opus-thinking","40,459","$0.10"
"Jul 5, 09:05 PM","You","Usage-based","Yes","claude-4-opus-thinking","40,069","$0.12"
"Jul 5, 09:03 PM","You","Usage-based","Yes","claude-4-opus-thinking","174,529","$1.01"
"Jul 5, 09:03 PM","You","Usage-based","Yes","claude-4-opus-thinking","135,701","$0.29"
"Jul 5, 09:03 PM","You","Usage-based","Yes","claude-4-opus-thinking","134,141","$0.28"
"Jul 5, 09:01 PM","You","Usage-based","Yes","claude-4-opus-thinking","133,787","$0.32"
"Jul 5, 08:59 PM","You","Usage-based","Yes","claude-4-opus-thinking","132,736","$0.27"
"Jul 5, 08:59 PM","You","Usage-based","Yes","claude-4-opus-thinking","132,210","$0.31"
"Jul 5, 08:59 PM","You","Usage-based","Yes","claude-4-opus-thinking","0","$0.00"
"Jul 5, 08:59 PM","You","Usage-based","Yes","claude-4-opus-thinking","0","$0.00"
"Jul 5, 08:59 PM","You","Usage-based","Yes","claude-4-opus-thinking","48,039","$0.13"
"Jul 5, 08:59 PM","You","Usage-based","Yes","claude-4-opus-thinking","130,556","$0.25"
"Jul 5, 08:58 PM","You","Usage-based","Yes","claude-4-opus-thinking","130,240","$0.25"
"Jul 5, 08:58 PM","You","Usage-based","Yes","claude-4-opus-thinking","47,124","$0.12"
"Jul 5, 08:58 PM","You","Usage-based","Yes","claude-4-opus-thinking","129,927","$0.26"
"Jul 5, 08:58 PM","You","Usage-based","Yes","claude-4-opus-thinking","46,762","$0.17"
"Jul 5, 08:58 PM","You","Usage-based","Yes","claude-4-opus-thinking","129,225","$0.25"
"Jul 5, 08:58 PM","You","Usage-based","Yes","claude-4-opus-thinking","45,298","$0.17"
"Jul 5, 08:58 PM","You","Usage-based","Yes","claude-4-opus-thinking","128,902","$0.26"
"Jul 5, 08:58 PM","You","Usage-based","Yes","claude-4-opus-thinking","128,137","$0.26"
"Jul 5, 08:58 PM","You","Usage-based","Yes","claude-4-opus-thinking","127,311","$0.25"
"Jul 5, 08:58 PM","You","Usage-based","Yes","claude-4-opus-thinking","126,958","$0.25"
"Jul 5, 08:58 PM","You","Usage-based","Yes","claude-4-opus-thinking","42,466","$0.15"
"Jul 5, 08:58 PM","You","Usage-based","Yes","claude-4-opus-thinking","39,844","$0.10"
"Jul 5, 08:58 PM","You","Usage-based","Yes","claude-4-opus-thinking","39,368","$0.10"
"Jul 5, 08:57 PM","You","Usage-based","Yes","claude-4-opus-thinking","0","$0.00"
"Jul 5, 08:57 PM","You","Usage-based","Yes","claude-4-opus-thinking","126,545","$0.25"
"Jul 5, 08:57 PM","You","Usage-based","Yes","claude-4-opus-thinking","38,688","$0.10"
"Jul 5, 08:57 PM","You","Usage-based","Yes","claude-4-opus-thinking","126,295","$0.24"
"Jul 5, 08:57 PM","You","Usage-based","Yes","claude-4-opus-thinking","38,099","$0.10"
"Jul 5, 08:57 PM","You","Usage-based","Yes","claude-4-opus-thinking","126,092","$0.25"
"Jul 5, 08:57 PM","You","Usage-based","Yes","claude-4-opus-thinking","37,759","$0.18"
"Jul 5, 08:57 PM","You","Usage-based","Yes","claude-4-opus-thinking","125,743","$0.25"
"Jul 5, 08:57 PM","You","Usage-based","Yes","claude-4-opus-thinking","125,417","$0.26"
"Jul 5, 08:57 PM","You","Usage-based","Yes","claude-4-opus-thinking","34,389","$0.09"
"Jul 5, 08:57 PM","You","Usage-based","Yes","claude-4-opus-thinking","124,590","$0.24"
"Jul 5, 08:57 PM","You","Usage-based","Yes","claude-4-opus-thinking","124,317","$0.25"
"Jul 5, 08:57 PM","You","Usage-based","Yes","claude-4-opus-thinking","33,973","$0.09"
"Jul 5, 08:57 PM","You","Usage-based","Yes","claude-4-opus-thinking","123,627","$0.27"
"Jul 5, 08:57 PM","You","Usage-based","Yes","claude-4-opus-thinking","33,651","$0.13"
"Jul 5, 08:56 PM","You","Usage-based","Yes","claude-4-opus-thinking","122,358","$0.24"
"Jul 5, 08:56 PM","You","Usage-based","Yes","claude-4-opus-thinking","122,096","$0.24"
"Jul 5, 08:56 PM","You","Usage-based","Yes","claude-4-opus-thinking","32,903","$0.49"
"Jul 5, 08:56 PM","You","Usage-based","Yes","claude-4-opus-thinking","193,631","$3.48"
"Jul 5, 08:52 PM","You","Usage-based","Yes","claude-4-opus-thinking","121,767","$0.24"
"Jul 5, 08:52 PM","You","Usage-based","Yes","claude-4-opus-thinking","121,531","$0.26"
"Jul 5, 08:51 PM","You","Usage-based","Yes","claude-4-opus-thinking","120,793","$0.29"
"Jul 5, 08:51 PM","You","Usage-based","Yes","claude-4-opus-thinking","119,905","$0.29"
"Jul 5, 08:51 PM","You","Usage-based","Yes","claude-4-opus-thinking","118,967","$0.25"
"Jul 5, 08:51 PM","You","Usage-based","Yes","claude-4-opus-thinking","118,456","$0.23"
"Jul 5, 08:51 PM","You","Usage-based","Yes","claude-4-opus-thinking","118,317","$0.23"
"Jul 5, 08:50 PM","You","Usage-based","Yes","claude-4-opus-thinking","118,052","$0.28"
"Jul 5, 08:50 PM","You","Usage-based","Yes","claude-4-opus-thinking","117,002","$0.35"
"Jul 5, 08:50 PM","You","Usage-based","Yes","claude-4-opus-thinking","115,468","$0.22"
"Jul 5, 08:49 PM","You","Usage-based","Yes","claude-4-opus-thinking","115,309","$0.24"
"Jul 5, 08:49 PM","You","Usage-based","Yes","claude-4-opus-thinking","114,538","$0.25"
"Jul 5, 08:49 PM","You","Usage-based","Yes","claude-4-opus-thinking","114,071","$0.22"
"Jul 5, 08:49 PM","You","Usage-based","Yes","claude-4-opus-thinking","113,952","$0.22"
"Jul 5, 08:49 PM","You","Usage-based","Yes","claude-4-opus-thinking","113,833","$0.22"
"Jul 5, 08:49 PM","You","Usage-based","Yes","claude-4-opus-thinking","113,478","$0.23"
"Jul 5, 08:49 PM","You","Usage-based","Yes","claude-4-opus-thinking","113,074","$0.25"
"Jul 5, 08:49 PM","You","Usage-based","Yes","claude-4-opus-thinking","112,414","$0.25"
"Jul 5, 08:48 PM","You","Usage-based","Yes","claude-4-opus-thinking","111,882","$0.24"
"Jul 5, 08:48 PM","You","Usage-based","Yes","claude-4-opus-thinking","111,317","$0.28"
"Jul 5, 08:48 PM","You","Usage-based","Yes","claude-4-opus-thinking","110,449","$0.28"
"Jul 5, 08:47 PM","You","Usage-based","Yes","claude-4-opus-thinking","109,436","$0.21"
"Jul 5, 08:47 PM","You","Usage-based","Yes","claude-4-opus-thinking","109,273","$0.24"
"Jul 5, 08:47 PM","You","Usage-based","Yes","claude-4-opus-thinking","108,904","$0.29"
"Jul 5, 08:47 PM","You","Usage-based","Yes","claude-4-opus-thinking","107,829","$0.22"
"Jul 5, 08:47 PM","You","Usage-based","Yes","claude-4-opus-thinking","107,173","$0.22"
"Jul 5, 08:46 PM","You","Usage-based","Yes","claude-4-opus-thinking","106,560","$0.22"
"Jul 5, 08:46 PM","You","Usage-based","Yes","claude-4-opus-thinking","106,206","$0.21"
"Jul 5, 08:45 PM","You","Usage-based","Yes","claude-4-opus-thinking","105,901","$0.23"
"Jul 5, 08:45 PM","You","Usage-based","Yes","claude-4-opus-thinking","105,639","$0.28"
"Jul 5, 08:45 PM","You","Usage-based","Yes","claude-4-opus-thinking","104,421","$0.22"
"Jul 5, 08:44 PM","You","Usage-based","Yes","claude-4-opus-thinking","103,887","$0.28"
"Jul 5, 08:44 PM","You","Usage-based","Yes","claude-4-opus-thinking","102,383","$0.28"
"Jul 5, 08:44 PM","You","Usage-based","Yes","claude-4-opus-thinking","100,920","$0.29"
"Jul 5, 08:44 PM","You","Usage-based","Yes","claude-4-opus-thinking","99,260","$0.20"
"Jul 5, 08:43 PM","You","Usage-based","Yes","claude-4-opus-thinking","98,906","$0.20"
"Jul 5, 08:43 PM","You","Usage-based","Yes","claude-4-opus-thinking","98,703","$0.21"
"Jul 5, 08:43 PM","You","Usage-based","Yes","claude-4-opus-thinking","98,315","$0.21"
"Jul 5, 08:42 PM","You","Usage-based","Yes","claude-4-opus-thinking","97,884","$0.20"
"Jul 5, 08:42 PM","You","Usage-based","Yes","claude-4-opus-thinking","97,623","$2.01"
"Jul 5, 08:32 PM","You","Usage-based","Yes","claude-4-opus-thinking","97,073","$0.19"
"Jul 5, 08:31 PM","You","Usage-based","Yes","claude-4-opus-thinking","96,889","$0.20"
"Jul 5, 08:31 PM","You","Usage-based","Yes","claude-4-opus-thinking","96,537","$0.20"
"Jul 5, 08:31 PM","You","Usage-based","Yes","claude-4-opus-thinking","96,181","$0.41"
"Jul 5, 08:31 PM","You","Usage-based","Yes","claude-4-opus-thinking","86,157","$0.18"
"Jul 5, 08:31 PM","You","Usage-based","Yes","claude-4-opus-thinking","85,711","$0.20"
"Jul 5, 08:30 PM","You","Usage-based","Yes","claude-4-opus-thinking","85,249","$1.77"
"Jul 5, 06:06 PM","You","Usage-based","Yes","claude-4-opus-thinking","83,838","$0.19"
"Jul 5, 06:05 PM","You","Usage-based","Yes","claude-4-opus-thinking","83,242","$0.20"
"Jul 5, 06:05 PM","You","Usage-based","Yes","claude-4-opus-thinking","82,717","$0.27"
"Jul 5, 06:05 PM","You","Usage-based","Yes","claude-4-opus-thinking","81,360","$0.18"
"Jul 5, 06:05 PM","You","Usage-based","Yes","claude-4-opus-thinking","80,992","$0.17"
"Jul 5, 06:05 PM","You","Usage-based","Yes","claude-4-opus-thinking","80,762","$0.18"
"Jul 5, 06:04 PM","You","Usage-based","Yes","claude-4-opus-thinking","80,251","$0.22"
"Jul 5, 06:04 PM","You","Usage-based","Yes","claude-4-opus-thinking","79,515","$0.22"
"Jul 5, 06:04 PM","You","Usage-based","Yes","claude-4-opus-thinking","78,613","$0.20"
"Jul 5, 06:04 PM","You","Usage-based","Yes","claude-4-opus-thinking","77,714","$0.25"
"Jul 5, 06:00 PM","You","Usage-based","Yes","claude-4-opus-thinking","76,687","$0.26"
"Jul 5, 06:00 PM","You","Usage-based","Yes","claude-4-opus-thinking","75,350","$0.15"
"Jul 5, 06:00 PM","You","Usage-based","Yes","claude-4-opus-thinking","75,218","$0.18"
"Jul 5, 06:00 PM","You","Usage-based","Yes","claude-4-opus-thinking","73,625","$0.16"
"Jul 5, 06:00 PM","You","Usage-based","Yes","claude-4-opus-thinking","72,868","$0.15"
"Jul 5, 06:00 PM","You","Usage-based","Yes","claude-4-opus-thinking","72,592","$0.16"
"Jul 5, 06:00 PM","You","Usage-based","Yes","claude-4-opus-thinking","71,721","$0.16"
"Jul 5, 06:00 PM","You","Usage-based","Yes","claude-4-opus-thinking","70,887","$0.15"
"Jul 5, 06:00 PM","You","Usage-based","Yes","claude-4-opus-thinking","70,496","$0.19"
"Jul 5, 06:00 PM","You","Usage-based","Yes","claude-4-opus-thinking","68,354","$0.24"
"Jul 5, 06:00 PM","You","Usage-based","Yes","claude-4-opus-thinking","63,633","$0.15"
"Jul 5, 05:59 PM","You","Usage-based","Yes","claude-4-opus-thinking","62,735","$0.14"
"Jul 5, 05:59 PM","You","Usage-based","Yes","claude-4-opus-thinking","62,538","$0.14"
"Jul 5, 05:56 PM","You","Usage-based","Yes","claude-4-opus-thinking","62,062","$0.16"
"Jul 5, 05:55 PM","You","Usage-based","Yes","claude-4-opus-thinking","61,420","$0.13"
"Jul 5, 05:55 PM","You","Usage-based","Yes","claude-4-opus-thinking","61,218","$0.15"
"Jul 5, 05:55 PM","You","Usage-based","Yes","claude-4-opus-thinking","60,739","$0.13"
"Jul 5, 05:55 PM","You","Usage-based","Yes","claude-4-opus-thinking","60,358","$0.14"
"Jul 5, 05:55 PM","You","Usage-based","Yes","claude-4-opus-thinking","60,063","$0.12"
"Jul 5, 05:55 PM","You","Usage-based","Yes","claude-4-opus-thinking","59,796","$0.12"
"Jul 5, 05:55 PM","You","Usage-based","Yes","claude-4-opus-thinking","59,642","$0.12"
"Jul 5, 05:55 PM","You","Usage-based","Yes","claude-4-opus-thinking","59,298","$0.12"
"Jul 5, 05:55 PM","You","Usage-based","Yes","claude-4-opus-thinking","59,138","$0.12"
"Jul 5, 05:54 PM","You","Usage-based","Yes","claude-4-opus-thinking","59,012","$0.14"
"Jul 5, 05:54 PM","You","Usage-based","Yes","claude-4-opus-thinking","58,037","$0.13"
"Jul 5, 05:54 PM","You","Usage-based","Yes","claude-4-opus-thinking","57,780","$0.14"
"Jul 5, 05:54 PM","You","Usage-based","Yes","claude-4-opus-thinking","57,360","$0.12"
"Jul 5, 05:54 PM","You","Usage-based","Yes","claude-4-opus-thinking","57,048","$0.12"
"Jul 5, 05:54 PM","You","Usage-based","Yes","claude-4-opus-thinking","56,835","$0.14"
"Jul 5, 05:54 PM","You","Usage-based","Yes","claude-4-opus-thinking","56,071","$0.16"
"Jul 5, 05:53 PM","You","Usage-based","Yes","claude-4-opus-thinking","55,355","$0.11"
"Jul 5, 05:53 PM","You","Usage-based","Yes","claude-4-opus-thinking","55,230","$0.11"
"Jul 5, 05:53 PM","You","Usage-based","Yes","claude-4-opus-thinking","55,132","$0.11"
"Jul 5, 05:53 PM","You","Usage-based","Yes","claude-4-opus-thinking","55,028","$0.12"
"Jul 5, 05:53 PM","You","Usage-based","Yes","claude-4-opus-thinking","54,515","$0.16"
"Jul 5, 05:53 PM","You","Usage-based","Yes","claude-4-opus-thinking","52,007","$0.11"
"Jul 5, 05:53 PM","You","Usage-based","Yes","claude-4-opus-thinking","0","$0.00"
"Jul 5, 05:53 PM","You","Usage-based","Yes","claude-4-opus-thinking","44,243","$0.13"
"Jul 5, 05:53 PM","You","Usage-based","Yes","claude-4-opus-thinking","42,495","$0.24"
"Jul 5, 05:52 PM","You","Usage-based","Yes","claude-4-opus-thinking","35,125","$0.25"
"Jul 5, 05:52 PM","You","Usage-based","Yes","claude-4-opus-thinking","26,718","$0.12"
"Jul 5, 05:52 PM","You","Usage-based","Yes","claude-4-opus-thinking","24,285","$0.35"
"Jul 5, 05:37 PM","You","ultra","Yes","claude-4-sonnet-thinking","73,794","Included"
"Jul 5, 05:36 PM","You","ultra","Yes","claude-4-sonnet-thinking","73,356","Included"
"Jul 5, 05:36 PM","You","ultra","Yes","claude-4-sonnet-thinking","72,532","Included"
"Jul 5, 05:35 PM","You","Errored, Not Charged","Yes","claude-4-sonnet-thinking","0","Included"
"Jul 5, 05:35 PM","You","ultra","Yes","claude-4-sonnet-thinking","71,065","Included"
"Jul 5, 05:35 PM","You","ultra","Yes","claude-4-sonnet-thinking","70,572","Included"
"Jul 5, 05:35 PM","You","ultra","Yes","claude-4-sonnet-thinking","69,937","Included"
"Jul 5, 05:34 PM","You","ultra","Yes","claude-4-sonnet-thinking","69,176","Included"
"Jul 5, 05:34 PM","You","ultra","Yes","claude-4-sonnet-thinking","68,815","Included"
"Jul 5, 05:34 PM","You","ultra","Yes","claude-4-sonnet-thinking","68,446","Included"
"Jul 5, 05:34 PM","You","ultra","Yes","claude-4-sonnet-thinking","67,503","Included"
"Jul 5, 05:34 PM","You","ultra","Yes","claude-4-sonnet-thinking","66,940","Included"
"Jul 5, 05:34 PM","You","ultra","Yes","claude-4-sonnet-thinking","66,592","Included"
"Jul 5, 05:34 PM","You","ultra","Yes","claude-4-sonnet-thinking","66,021","Included"
"Jul 5, 05:34 PM","You","ultra","Yes","claude-4-sonnet-thinking","64,958","Included"
"Jul 5, 05:34 PM","You","ultra","Yes","claude-4-sonnet-thinking","64,703","Included"
"Jul 5, 05:34 PM","You","ultra","Yes","claude-4-sonnet-thinking","64,416","Included"
"Jul 5, 05:34 PM","You","ultra","Yes","claude-4-sonnet-thinking","64,076","Included"
"Jul 5, 05:34 PM","You","ultra","Yes","claude-4-sonnet-thinking","63,704","Included"
"Jul 5, 05:34 PM","You","ultra","Yes","claude-4-sonnet-thinking","63,282","Included"
"Jul 5, 05:34 PM","You","ultra","Yes","claude-4-sonnet-thinking","62,956","Included"
"Jul 5, 05:33 PM","You","ultra","Yes","claude-4-sonnet-thinking","62,777","Included"
"Jul 5, 05:33 PM","You","ultra","Yes","claude-4-sonnet-thinking","58,685","Included"
"Jul 5, 05:33 PM","You","ultra","Yes","claude-4-sonnet-thinking","58,500","Included"
"Jul 5, 05:33 PM","You","ultra","Yes","claude-4-sonnet-thinking","58,175","Included"
"Jul 5, 05:33 PM","You","ultra","Yes","claude-4-sonnet-thinking","53,085","Included"
"Jul 5, 05:33 PM","You","ultra","Yes","claude-4-sonnet-thinking","49,409","Included"
"Jul 5, 05:25 PM","You","ultra","Yes","claude-4-sonnet-thinking","0","Included"
"Jul 5, 05:25 PM","You","ultra","Yes","claude-4-sonnet-thinking","0","Included"
"Jul 5, 05:25 PM","You","ultra","Yes","claude-4-sonnet-thinking","48,757","Included"
"Jul 5, 05:25 PM","You","ultra","Yes","claude-4-sonnet-thinking","48,513","Included"
"Jul 5, 05:25 PM","You","ultra","Yes","claude-4-sonnet-thinking","47,644","Included"
"Jul 5, 05:25 PM","You","Errored, Not Charged","Yes","claude-4-sonnet-thinking","46,779","Included"
"Jul 5, 05:24 PM","You","ultra","Yes","claude-4-sonnet-thinking","46,631","Included"
"Jul 5, 05:24 PM","You","ultra","Yes","claude-4-sonnet-thinking","46,484","Included"
"Jul 5, 05:24 PM","You","ultra","Yes","claude-4-sonnet-thinking","45,895","Included"
"Jul 5, 05:24 PM","You","ultra","Yes","claude-4-sonnet-thinking","44,972","Included"
"Jul 5, 05:24 PM","You","ultra","Yes","claude-4-sonnet-thinking","44,762","Included"
"Jul 5, 05:16 PM","You","ultra","Yes","claude-4-sonnet-thinking","44,618","Included"
"Jul 5, 05:16 PM","You","ultra","Yes","claude-4-sonnet-thinking","44,305","Included"
"Jul 5, 05:14 PM","You","ultra","Yes","claude-4-sonnet-thinking","43,746","Included"
"Jul 5, 05:14 PM","You","ultra","Yes","claude-4-sonnet-thinking","41,321","Included"
"Jul 5, 05:14 PM","You","ultra","Yes","claude-4-sonnet-thinking","37,877","Included"
"Jul 5, 05:14 PM","You","ultra","Yes","claude-4-sonnet-thinking","33,305","Included"
"Jul 5, 05:14 PM","You","ultra","Yes","claude-4-sonnet-thinking","27,615","Included"
"Jul 5, 05:13 PM","You","ultra","Yes","claude-4-sonnet-thinking","170,947","Included"
"Jul 5, 05:04 PM","You","Errored, Not Charged","Yes","claude-4-sonnet-thinking","0","Included"
"Jul 5, 05:04 PM","You","ultra","Yes","claude-4-sonnet-thinking","148,439","Included"
"Jul 5, 05:04 PM","You","ultra","Yes","claude-4-sonnet-thinking","148,172","Included"
"Jul 5, 05:04 PM","You","ultra","Yes","claude-4-sonnet-thinking","147,497","Included"
"Jul 5, 05:04 PM","You","ultra","Yes","claude-4-sonnet-thinking","147,036","Included"
"Jul 5, 05:03 PM","You","ultra","Yes","claude-4-sonnet-thinking","137,392","Included"
"Jul 5, 05:03 PM","You","ultra","Yes","claude-4-sonnet-thinking","137,112","Included"
"Jul 5, 05:03 PM","You","ultra","Yes","claude-4-sonnet-thinking","136,105","Included"
"Jul 5, 05:03 PM","You","ultra","Yes","claude-4-sonnet-thinking","135,183","Included"
"Jul 5, 05:02 PM","You","ultra","Yes","claude-4-sonnet-thinking","134,796","Included"
"Jul 5, 05:02 PM","You","ultra","Yes","claude-4-sonnet-thinking","126,097","Included"
"Jul 5, 05:02 PM","You","ultra","Yes","claude-4-sonnet-thinking","125,898","Included"
"Jul 5, 05:02 PM","You","ultra","Yes","claude-4-sonnet-thinking","125,608","Included"
"Jul 5, 05:02 PM","You","ultra","Yes","claude-4-sonnet-thinking","125,277","Included"
"Jul 5, 05:02 PM","You","ultra","Yes","claude-4-sonnet-thinking","125,127","Included"
"Jul 5, 05:01 PM","You","ultra","Yes","claude-4-sonnet-thinking","124,699","Included"
"Jul 5, 05:01 PM","You","ultra","Yes","claude-4-sonnet-thinking","123,886","Included"
"Jul 5, 05:01 PM","You","ultra","Yes","claude-4-sonnet-thinking","123,329","Included"
"Jul 5, 05:01 PM","You","ultra","Yes","claude-4-sonnet-thinking","122,667","Included"
"Jul 5, 05:00 PM","You","ultra","Yes","claude-4-sonnet-thinking","121,708","Included"
"Jul 5, 04:55 PM","You","ultra","Yes","claude-4-sonnet-thinking","120,905","Included"
"Jul 5, 04:55 PM","You","ultra","Yes","claude-4-sonnet-thinking","120,200","Included"
"Jul 5, 04:55 PM","You","ultra","Yes","claude-4-sonnet-thinking","119,976","Included"
"Jul 5, 04:55 PM","You","ultra","Yes","claude-4-sonnet-thinking","119,683","Included"
"Jul 5, 04:54 PM","You","ultra","Yes","claude-4-sonnet-thinking","119,434","Included"
"Jul 5, 04:54 PM","You","ultra","Yes","claude-4-sonnet-thinking","109,809","Included"
"Jul 5, 04:54 PM","You","ultra","Yes","claude-4-sonnet-thinking","109,598","Included"
"Jul 5, 04:54 PM","You","ultra","Yes","claude-4-sonnet-thinking","109,089","Included"
"Jul 5, 04:53 PM","You","ultra","Yes","claude-4-sonnet-thinking","108,283","Included"
"Jul 5, 04:53 PM","You","ultra","Yes","claude-4-sonnet-thinking","78,346","Included"
"Jul 5, 04:53 PM","You","ultra","Yes","claude-4-sonnet-thinking","88,710","Included"
"Jul 5, 04:53 PM","You","ultra","Yes","claude-4-sonnet-thinking","88,432","Included"
"Jul 5, 04:53 PM","You","ultra","Yes","claude-4-sonnet-thinking","74,311","Included"
"Jul 5, 04:53 PM","You","ultra","Yes","claude-4-sonnet-thinking","87,752","Included"
"Jul 5, 04:53 PM","You","ultra","Yes","claude-4-sonnet-thinking","73,623","Included"
"Jul 5, 04:52 PM","You","ultra","Yes","claude-4-sonnet-thinking","87,278","Included"
"Jul 5, 04:52 PM","You","ultra","Yes","claude-4-sonnet-thinking","86,844","Included"
"Jul 5, 04:52 PM","You","ultra","Yes","claude-4-sonnet-thinking","73,414","Included"
"Jul 5, 04:52 PM","You","ultra","Yes","claude-4-sonnet-thinking","86,382","Included"
"Jul 5, 04:52 PM","You","ultra","Yes","claude-4-sonnet-thinking","85,976","Included"
"Jul 5, 04:52 PM","You","ultra","Yes","claude-4-sonnet-thinking","72,091","Included"
"Jul 5, 04:52 PM","You","ultra","Yes","claude-4-sonnet-thinking","85,642","Included"
"Jul 5, 04:52 PM","You","ultra","Yes","claude-4-sonnet-thinking","71,345","Included"
"Jul 5, 04:52 PM","You","ultra","Yes","claude-4-sonnet-thinking","79,833","Included"
"Jul 5, 04:51 PM","You","ultra","Yes","claude-4-sonnet-thinking","79,513","Included"
"Jul 5, 04:51 PM","You","ultra","Yes","claude-4-sonnet-thinking","70,791","Included"
"Jul 5, 04:51 PM","You","ultra","Yes","claude-4-sonnet-thinking","70,031","Included"
"Jul 5, 04:51 PM","You","ultra","Yes","claude-4-sonnet-thinking","79,256","Included"
"Jul 5, 04:51 PM","You","ultra","Yes","claude-4-sonnet-thinking","68,546","Included"
"Jul 5, 04:51 PM","You","ultra","Yes","claude-4-sonnet-thinking","79,009","Included"
"Jul 5, 04:51 PM","You","ultra","Yes","claude-4-sonnet-thinking","68,054","Included"
"Jul 5, 04:51 PM","You","ultra","Yes","claude-4-sonnet-thinking","78,085","Included"
"Jul 5, 04:51 PM","You","ultra","Yes","claude-4-sonnet-thinking","67,740","Included"
"Jul 5, 04:51 PM","You","ultra","Yes","claude-4-sonnet-thinking","67,111","Included"
"Jul 5, 04:51 PM","You","ultra","Yes","claude-4-sonnet-thinking","62,277","Included"
"Jul 5, 04:51 PM","You","ultra","Yes","claude-4-sonnet-thinking","61,834","Included"
"Jul 5, 04:50 PM","You","ultra","Yes","claude-4-sonnet-thinking","61,537","Included"
"Jul 5, 04:50 PM","You","ultra","Yes","claude-4-sonnet-thinking","56,796","Included"
"Jul 5, 04:50 PM","You","ultra","Yes","claude-4-sonnet-thinking","55,312","Included"
"Jul 5, 04:50 PM","You","ultra","Yes","claude-4-sonnet-thinking","55,055","Included"
"Jul 5, 04:50 PM","You","ultra","Yes","claude-4-sonnet-thinking","54,609","Included"
"Jul 5, 04:50 PM","You","ultra","Yes","claude-4-sonnet-thinking","53,935","Included"
"Jul 5, 04:50 PM","You","ultra","Yes","claude-4-sonnet-thinking","50,639","Included"
"Jul 5, 04:49 PM","You","ultra","Yes","claude-4-sonnet-thinking","50,321","Included"
"Jul 5, 04:49 PM","You","ultra","Yes","claude-4-sonnet-thinking","49,818","Included"
"Jul 5, 04:49 PM","You","ultra","Yes","claude-4-sonnet-thinking","49,180","Included"
"Jul 5, 04:49 PM","You","ultra","Yes","claude-4-sonnet-thinking","48,623","Included"
"Jul 5, 04:49 PM","You","ultra","Yes","claude-4-sonnet-thinking","46,721","Included"
